Case #,Incident Code,Reported,Case Status,Start Occurred,End Occurred,Building,Location,Stolen,Damaged,Description,,
13003697,LARCENY - OTHER OR FROM OPEN AREA,10/2/2013 8:55,Cleared by Arrest,10/2/2013 8:00,10/2/2013 8:40,Phi Delta Theta,1545 R St. (OFF CAMPUS/GREEK HOUSING),$250.00,$0.00,"Phone take from the lawn area of 1545 R Street area, $250 loss.",,
13003698,LARCENY - OTHER OR FROM OPEN AREA,10/2/2013 9:47,Inactive,10/1/2013 18:15,10/2/2013 9:47,Abel Hall,880 North 17th St (UNL RESIDENCE HALL),$600.00,$0.00,UNL student reports bike parts/components stolen from his BMX bike.,,
13003700,FIRE (WORKING) - NO ALARM,10/2/2013 12:08,Cleared by Exception,10/2/2013 12:08,,Pound Hall,513 North 17th St (UNL RESIDENCE HALL),$0.00,$0.00,"Cigarette dispenser by Pound Hall caught fire but out by officer, no damage.",,
13003701,ACCIDENTS - P.D. NOT REPORTABLE,10/2/2013 12:15,Cleared by Exception,10/2/2013 12:15,,Memorial Stadium,740 Stadium Dr. (GOVT PARKING LOT (UNL)),$0.00,"$2,000.00",Two vehicle non injury accident in UNL parking lot.,,
13003703,FRAUD - CREDIT CARDS/ATM/BANK CARD,10/2/2013 18:19,Inactive,10/2/2013 17:41,,H.S.S. Food Service Bldg.,"1140 North 14th St. (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,UNL student reports a lost N-Card.  The card was later used to purchase a meal.,,
13003710,NARCOTICS - POSSESSION,10/3/2013 0:25,Cleared by Arrest,10/3/2013 0:25,,,1220 N 14th Street (GOVT PARKING LOT (UNL)),$0.00,$0.00,CSO requested Ofc. assistance in the parking lot north of Harper Hall for possible narcotics use in a vehicle.  Ofc. made contact with the vehicle that had three male UNL students inside.  The student in the driver seat was cited for possession of marijuana and possession of drug paraphernalia.,,
13003715,FIRE - FALSE ALARM,10/3/2013 10:29,Cleared by Exception,10/3/2013 9:59,,Memorial Stadium,"740 Stadium Dr. (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,Fire alarm East Stadium caused by construction workers soldering.,,
13003719,OUTSIDE - O.P.S. OTHER,10/3/2013 13:03,Cleared by Exception,10/3/2013 12:57,,,N 29TH ST & O ST (STREET),$0.00,$0.00,LPD reported a hit and run accident involving a vehicle versus bicyclist.  UNLPD officer stopped vehicle involved after it left the accident scene.,,
13003722,MEDICAL EMERGENCY,10/3/2013 14:40,Cleared by Exception,10/3/2013 14:40,,,N 13TH ST & P ST (ALLEY),$0.00,$0.00,"Report of assault at Stadium parking garage, found to be parking garage at 14th and P St. No assault but person taken to hospital and one taken to detox and one transported to jail for warrant.",,
13003733,ALCOHOL - MINOR IN POSSESSION,10/4/2013 0:37,Cleared by Arrest,10/4/2013 0:37,,,N 17TH ST & R ST (STREET),$0.00,$0.00,Ofc. conducted a traffic stop near 17th and R St.  The driver was given a warning for the traffic violation and four of the UNL student passengers were cited for MIPC.  All refused to give a PBT sample.,,
13003731,VANDALISM - OTHER,10/4/2013 0:41,Cleared by Arrest,10/4/2013 0:36,,Phi Kappa Psi,1548 S Street (OFF CAMPUS/GREEK HOUSING),$0.00,$100.00,"Ofc. dispatched to a vandalism that just occurred at Phi Kappa Psi to their floats. Ofc. contacted the PR, UNL student from Fiji, and he was cited and released for destruction of property.",,
13003734,ALCOHOL - MINOR IN POSSESSION,10/4/2013 1:07,Cleared by Arrest,10/4/2013 1:07,,Abel Hall,880 North 17th St (SIDEWALK),$0.00,$0.00,Ofc. was dispatched to Abel Hall in regards to a male UNL student passed out on the west side of the building.  Male was cited for MIPC and transported to Detox. BAC 0.169,,
13003739,ALCOHOL - MINOR IN POSSESSION,10/4/2013 6:02,Cleared by Arrest,10/4/2013 6:02,,Union-City,"1400 R St (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,Three UNL students cited/released for MIPC after causing a disturbance (.227/.242 BAC).,,
13003746,LARCENY - MOTOR VEH. ACCESSORIES,10/4/2013 19:12,Inactive,9/23/2013 0:00,10/26/2013 21:00,The Village,1055 North 16 St. (GOVT PARKING LOT (UNL)),$0.00,$0.00,Report of a license plate taken from a vehicle.,,
13003754,ALCOHOL - DWI,10/5/2013 1:37,Cleared by Arrest,10/5/2013 1:37,,,N 14TH ST & R ST (STREET),$0.00,$0.00,"Ofc. conducted a traffic stop near 16th and R St.  Driver was contacted, cited for DWI, violating the stop sign and was released to Detox.",,
13003756,VANDALISM - OTHER,10/5/2013 3:20,Inactive,,,Beta Theta Phi,1515 R St. (OFF CAMPUS/GREEK HOUSING),$0.00,$0.00,Ofc. was dispatched to Beta Theta Phi in reference to a belated vandalism to their house.,,
13003760,VANDALISM - BY GRAFFITI,10/5/2013 8:11,Inactive,10/4/2013 22:00,10/5/2013 8:11,Sigma Alpha Epsilon,635 North 16th St. (OFF CAMPUS/GREEK HOUSING),$0.00,$225.00,Report of vandalism to vehicle.  Derogatory remarks spray painting on vehicle.,,
13003759,SS - CHECK WELFARE OF PERSON,10/5/2013 8:14,Cleared by Exception,10/4/2013 14:00,,,7040 S. 22nd St. Apt. # 407 (MULTI-DWELLING (7 + UNITS) off campus),$0.00,$0.00,Staff member did not return home last night.,,
13003764,TRESPASSING,10/5/2013 11:09,Cleared by Arrest,10/5/2013 11:09,,Memorial Stadium,"740 Stadium Dr. (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,Non-student cited for Trespassing and taken to detox (.186 BAC).  He was denied entry to the game and refused to leave when ordered to.,,
13003766,FORGERY - COUNTERFEIT MONEY/COINS,10/5/2013 12:10,Inactive,10/5/2013 12:00,,Memorial Stadium,"740 Stadium Dr. (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,A $20.00 Counterfeit bill was passed at the Nebraska Football game.,,
13003768,DISTURBANCE - OTHER,10/5/2013 14:22,Cleared by Exception,10/5/2013 14:22,,Phi Gamma Delta,1425 R St. (GOVT PARKING LOT (UNL)),$0.00,$0.00,Officers were called to verbal disturbance.,,
13003769,ACCIDENTS - INJURY,10/5/2013 14:38,Cleared by Exception,10/5/2013 14:38,,Champions Club,701 Stadium Dr. (GOVT PARKING LOT (UNL)),$0.00,$0.00,Non-student transported to Bryan West after her right foot was ran over by a car.,,
13003771,LARCENY - FROM BUILDING,10/5/2013 15:17,Unfounded,10/5/2013 11:00,10/5/2013 15:17,Memorial Stadium,"740 Stadium Dr. (UNL SUPPORT FACILITY (office, service))",$925.00,$0.00,Report of a theft of money from UNL concessions stand.,,
13003776,NARCOTICS - POSSESSION,10/5/2013 17:20,Cleared by Arrest,10/5/2013 17:20,,,N 17TH ST & VINE ST (STREET),$0.00,$0.00,"A non-student was contacted on a traffic stop and cited for Poss. of Marijuana less than an ounce, Poss. of Drug Paraphernalia, Fail to Display two plates and was lodged at Lancaster County Corrections for Carrying Concealed Weapon.",,
13003775,ALCOHOL - DRUNK,10/5/2013 17:27,Cleared by Exception,10/5/2013 17:27,,Stadium Drive Parking Garage,625 Stadium Dr (SIDEWALK),$0.00,$0.00,2 non-students contacted for intoxication. Both transported to Detox.,,
13003780,TRESPASSING,10/6/2013 2:56,Cleared by Arrest,10/6/2013 2:56,,Memorial Stadium,"740 Stadium Dr. (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,3 students contacted for trespassing.  All 3 cited/released for 2nd Degree Trespass.,,
13003781,NARCOTICS - POSSESSION,10/6/2013 3:10,Cleared by Arrest,10/6/2013 3:10,,Nebraska Hall,900 North 16th St (UNL ACADEMIC BUILDING),$0.00,$0.00,2 students contacted for narcotics activity.  1 student cited/released for Poss Marijuana < 1 oz and Poss Drug Paraphernalia.,,
13003787,LARCENY - FROM MOTOR VEHICLE,10/6/2013 15:40,Inactive,10/6/2013 13:00,10/6/2013 15:33,Boat House,1000 North 16th St. (GOVT PARKING LOT (UNL)),$20.00,$0.00,"License plates taken from vehicle parked in the lot at 1000 North 16, $10 loss.",,
13003791,ACCIDENTS - P.D. H&R NOT REPORTABLE,10/7/2013 8:15,Cleared by Arrest,10/7/2013 8:03,10/7/2013 8:15,,VINE ST & N 16TH ST (STREET),$0.00,$500.00,UNL student cited for No Proof of Insurance after being involved in an accident.,,
13003796,ALCOHOL - DRUNK,10/7/2013 13:08,Cleared by Exception,10/7/2013 13:08,,Love Library South,1248 R (SIDEWALK),$0.00,$0.00,"Person placed into protective custody at Love Library South, taken to Detox with a .343 BAC and turned over to staff.",,
13003809,MEDICAL EMERGENCY,10/7/2013 13:30,Cleared by Exception,10/7/2013 13:29,10/7/2013 13:29,Love Library South,1248 R (SIDEWALK),$0.00,$0.00,Officer reported a significant exposure after contacting an intoxicated male.,,
13003797,ACCIDENTS - P.D. NOT REPORTABLE,10/7/2013 13:38,Cleared by Exception,9/9/2013 11:43,,Andersen Hall,200 Centennial Mall North (GOVT PARKING LOT (UNL)),$0.00,$702.00,"Report of a belated accident in the Anderson Hall lot, $702 damage.",,
13003798,ASSAULT - NON DOMESTIC,10/7/2013 14:00,Cleared by Arrest,10/7/2013 14:00,,Manter Hall Life Siences,1101 T St (UNL ACADEMIC BUILDING),$0.00,$0.00,Non-student cited/released for Third Degree Assault after assaulting a UNL student.  Also banned and barred from UNL property.,,
13003799,TELEPHONE - OTHER,10/7/2013 14:21,Inactive,10/7/2013 12:59,10/7/2013 14:24,Union-City,"1400 R St (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,Person received a scam call trying to get money from them.,,
13003800,ACCIDENTS - P.D. H&R NOT REPORTABLE,10/7/2013 14:34,Inactive,10/7/2013 9:40,10/7/2013 14:34,,3920 Fair St. (GOVT PARKING LOT (UNL)),$0.00,$400.00,Hit and run in a parking lot that caused minor damage (scratches) to a car.,,
13003802,DISTURBANCE - OTHER,10/7/2013 16:30,Cleared by Exception,9/25/2013 16:30,9/30/2013 16:30,, (UNKNOWN),$0.00,$0.00,UNL student's mother had safety concerns of herself and others caused by student.,,
13003803,NARCOTICS - POSSESSION,10/7/2013 17:15,Cleared by Arrest,10/7/2013 17:15,,,1210 F Street (MULTI-DWELLING (7 + UNITS) off campus),$0.00,$0.00,Non-student cited/released for Possession of Drug Paraphernalia and Marijuana after it was observed in his off-campus apartment.  Related to an assault case.,,
13003808,MEDICAL EMERGENCY,10/7/2013 20:09,Cleared by Exception,10/7/2013 20:09,,The Village,1055 North 16 St. (UNL RESIDENCE HALL),$0.00,$0.00,Student suffered a medical emergency.  Transported to the hospital.  Not life threatening.,,
13003811,TRAFFIC - SUSPENDED DRIVER,10/7/2013 21:16,Cleared by Arrest,10/7/2013 21:16,,,W ST & N 25TH ST (STREET),$0.00,$0.00,Non-student contacted on a traffic stop.  Cited/released for DUS and Violate a Stop Sign.,,
13003812,TRAFFIC - SUSPENDED DRIVER,10/8/2013 0:01,Cleared by Arrest,10/8/2013 0:01,,,N 17TH ST & Y ST (STREET),$0.00,$0.00,Non-student contacted on a traffic stop.  Cited/Lodged for DUS and a warrant.  Also cited for Poss Marijuana < 1 oz and No Tail lights.,,
13003814,FIRE - FALSE ALARM,10/8/2013 7:14,Cleared by Exception,10/8/2013 7:14,,Farm House Fraternity,3601 Apple (OFF CAMPUS/GREEK HOUSING),$0.00,$0.00,Fire alarm caused by ice maker machine in basement.,,
13003815,LARCENY - FROM BUILDING,10/8/2013 9:19,Inactive,10/5/2013 22:00,10/7/2013 19:30,College of Business Admin.,512 North 12th St (UNL ACADEMIC BUILDING),$300.00,$0.00,Report of a Orange/Silver Trek 4300 mountain bicycle stolen from the west bike racks.,,
13003818,LARCENY - FROM BUILDING,10/8/2013 10:50,Inactive,10/7/2013 22:15,10/7/2013 22:45,Nebraska Union,"1400 R St (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,Report of a stolen N Card.,,
13003820,LARCENY - FROM BUILDING,10/8/2013 18:04,Inactive,10/8/2013 16:30,10/8/2013 17:55,Campus Recreation Center,"841 North 14th St (UNL SUPPORT FACILITY (office, service))",$100.00,$0.00,"Phone taken from Campus Recreation Center, $100 loss.",,
13003823,ARSON,10/8/2013 19:54,Inactive,10/7/2013 17:00,10/7/2013 18:00,Delta Delta Delta,1601 R St. (OFF CAMPUS/GREEK HOUSING),$0.00,$0.00,Ofc. was dispatched to Delta Delta Delta on a belated arson.,,
13003824,DISTURBANCE - OTHER,10/8/2013 22:07,Inactive,10/8/2013 21:30,10/8/2013 22:07,Robert E. Knoll Residence Center,440 N 17th Street (UNL RESIDENCE HALL),$0.00,$0.00,Ofc. was dispatched to the Knolls reference to a disturbance between roommates.,,
13003829,TRAFFIC - OTHER,10/9/2013 6:11,Cleared by Arrest,10/9/2013 6:11,,515 N 19th Parking Lot Vine to,515 North 19th St. (GOVT PARKING LOT (UNL)),$0.00,$0.00,Ofc. was patrolling UNL parking lots utilizing his MDT to run license plates.  A vehicle was found with fictitious plates.  The owner was contacted and they were issued a citation for fictitious plate and not having a valid registration.,,
13003833,MEDICAL EMERGENCY,10/9/2013 13:29,Cleared by Exception,10/9/2013 13:29,,Canfield Administration Building,503 N 14th (UNL ACADEMIC BUILDING),$0.00,$0.00,UNL staff member fainted.  Transported to Bryan/LGH West for further treatment.,,
13003834,ARSON,10/9/2013 14:28,Inactive,10/7/2013 23:00,10/7/2013 23:20,Selleck Quad,600 North 15th St (UNL RESIDENCE HALL),$0.00,$0.00,Belated report of a fire on a picnic table outside of building.,,
13003835,DISTURBANCE - OTHER,10/9/2013 17:10,Inactive,,,, (UNKNOWN),$0.00,$0.00,A UNL student was receiving some unwanted postings on social media sites.,,
13003837,MEDICAL EMERGENCY,10/9/2013 20:10,Cleared by Exception,10/9/2013 20:10,,Union-City,"1400 R St (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,A non-UNL student was transported to Bryan LGH West due to injuries sustained while performing bike stunts.,,
13003840,ACCIDENTS - P.D. NOT REPORTABLE,10/10/2013 0:33,Cleared by Exception,10/9/2013 19:30,10/9/2013 23:00,Jackie Gaughan Multicultural Center,1505 S St (GOVT PARKING LOT (UNL)),$0.00,$550.00,Ofc. dispatched to a residence in reference to a belated non injury accident occurring in a UNL owned parking lot.,,
13003841,TRAFFIC - SUSPENDED DRIVER,10/10/2013 5:09,Cleared by Arrest,10/10/2013 5:09,,,Y ST & N 23RD ST (STREET),$0.00,$0.00,"Ofc. conducted a traffic stop near 21st and Y St.  Driver was cited for violating a stop sign, DUS, and was released.",,
13003846,LARCENY - STOLEN BIKE,10/10/2013 9:43,Inactive,10/9/2013 21:00,10/10/2013 9:00,Phi Kappa Theta,303 North 17th (OFF CAMPUS/GREEK HOUSING),$470.00,$0.00,Report of a stolen silver Trek mountain bicycle with aftermarket speedometer and rear mud flap.,,
13003849,SUSPICIOUS PERSON,10/10/2013 15:10,Inactive,10/10/2013 12:15,10/10/2013 12:24,Union-East,"1705 Arbor Dr (UNL SUPPORT FACILITY (office, service))",$0.00,$0.00,Report of a suspicious transaction in regards to selling a book back to the East Campus Bookstore.,,
13003854,"PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC",10/10/2013 22:30,Inactive,10/10/2013 22:00,10/10/2013 22:10,Robert E. Knoll Residence Center,440 N 17th Street (UNL RESIDENCE HALL),$0.00,$0.00,Ofc. was dispatched to the Knoll Residence Hall in regards to a water leak.  Maintenance was called and the leak was located.,,
13003856,MEDICAL EMERGENCY,10/11/2013 2:04,Cleared by Exception,10/11/2013 2:04,,The Village,1055 North 16 St. (UNL APARTMENT),$0.00,$0.00,Ofc. and LFR were dispatched to The Village on an intoxicated female (UNL Student.) Student was transported to Detox as she was unable to care for herself and roommate didn't want to watch her.,,
13003857,ALCOHOL - MINOR IN POSSESSION,10/11/2013 2:30,Cleared by Arrest,10/11/2013 2:32,,14th & Avery Parking Garage,1111 North 14th St (GOVT PARKING GARAGE (UNL)),$0.00,$0.00,"Ofc. was dispatched to 14th and Avery Garage in regards to an intoxicated female (UNL student.)  Female was contacted, issued a citation for MIPC, and released to a sober person.",,
13003861,ACCIDENTS - P.D. NOT REPORTABLE,10/11/2013 9:00,Cleared by Exception,10/11/2013 9:00,,17 & R Parking Garage,300 North 17th St (GOVT PARKING GARAGE (UNL)),$0.00,"$2,900.00",Moving vehicle struck a parked vehicle.  Information exchanged.,,
13003858,FIRE - FALSE ALARM,10/11/2013 9:00,Cleared by Exception,10/11/2013 9:00,,Whittier Building,2200 Vine Street (UNL ACADEMIC BUILDING),$0.00,$0.00,Smoke detector had been activated by drywall dust from an inside construction project.,,
13003860,DISTURBANCE - OTHER,10/11/2013 9:42,Inactive,9/13/2013 12:03,9/20/2013 12:03,Robert E. Knoll Residence Center,440 N 17th Street (UNL RESIDENCE HALL),$0.00,$0.00,UNL student made remarks after a disagreement with a roommate that concerned others.,,
13003863,ANIMAL - All CALLS OTHER THAN DOGS,10/11/2013 12:28,Cleared by Arrest,10/11/2013 12:15,10/11/2013 12:28,,ANTELOPE VALLEY PARKWAY & MILITARY RD (OTHER LOT/FIELD),$0.00,$0.00,A non-student was contacted fishing with out a permit. While being issued the citation the party became non-complaint and was subsequently cited and released for Fishing without Permit and Resisting Arrest.,,
13003866,ACCIDENTS - P.D. H&R NOT REPORTABLE,10/11/2013 14:26,Cleared by Exception,10/10/2013 16:00,10/11/2013 14:00,19th/Vine Parking Garage,1830 Vine St. (GOVT PARKING LOT (UNL)),$0.00,$150.00,Hit and run in the parking garage.  Minimal damage.,,
13003868,LOST OR STOLEN ITEM,10/11/2013 15:31,Inactive,9/30/2013 15:00,9/30/2013 16:00,,301 W Charleston (MULTI-DWELLING (7 + UNITS) off campus),$0.00,$0.00,A UNL student reported her N-Card lost or stolen.,,
13003869,FIRE (WORKING) - NO ALARM,10/11/2013 15:53,Cleared by Exception,10/11/2013 15:40,10/11/2013 15:53,Bob Devaney Sports Center,1600 Court St (GOVT LOT/FIELD (UNL)),$0.00,$0.00,Officer responded to hay smoldering this was put out by LFR.,,
13003872,LARCENY - FROM BUILDING,10/11/2013 22:02,Cleared by Arrest,10/11/2013 20:00,10/11/2013 21:45,Campus Recreation Center,"841 North 14th St (UNL SUPPORT FACILITY (office, service))",$368.00,$0.00,Student reports theft of iPad.  Loss of $329.00.,,
13003873,MEDICAL EMERGENCY,10/11/2013 22:54,Cleared by Exception,10/11/2013 22:54,,University Suites,"1780 ""R"" Street (UNL RESIDENCE HALL)",$0.00,$0.00,Student suffered a medical emergency.  Transported to the hospital.  Not life threatening.,,
13003855,ALCOHOL - MINOR IN POSSESSION,10/11/2013 23:57,Cleared by Arrest,10/10/2013 23:57,,515 N 19th Parking Lot Vine to,515 North 19th St. (GOVT PARKING LOT (UNL)),$0.00,$0.00,CSO advised there was suspicious activity occurring in the UNL parking lot at 515 N 19th.  Ofc. responded and contacted a black truck with five male UNL students inside.  All were cited for MIP and released.  Refused PBT.,,
13003874,NARCOTICS - POSSESSION,10/12/2013 0:21,Cleared by Arrest,10/12/2013 0:21,,University Suites,"1780 ""R"" Street (UNL RESIDENCE HALL)",$0.00,$0.00,6 students contacted on a narcotics call.  2 students cited/released for Poss Marijuana < 1 oz and 1 of the same 2 cited for Poss Drug Paraphernalia.,,
13003876,TRAFFIC - SUSPENDED DRIVER,10/12/2013 2:19,Cleared by Arrest,10/12/2013 2:19,,,N 17TH ST & VINE ST (STREET),$0.00,$0.00,Non-student contacted on a traffic stop.  Cited/released for DUS and Speeding.  Lodged on an outstanding warrant.,,
13003884,TRAFFIC - SUSPENDED DRIVER,10/12/2013 17:51,Cleared by Arrest,10/12/2013 17:51,,,N 17TH ST & VINE ST (STREET),$0.00,$0.00,Non-student contacted on a traffic stop.  Cited/Lodged for DUR and expired plates.,,
13003886,TRAFFIC - SUSPENDED DRIVER,10/12/2013 20:16,Cleared by Arrest,10/12/2013 20:16,,,N 33RD ST & HOLDREGE ST (STREET),$0.00,$0.00,"Non-student contacted on a traffic stop.  Cited/Lodged for DUS.  Also cited for Fictitious Plates, No Registration, No Insurance and No Headlights at Night.",,
13003887,NARCOTICS - POSSESSION,10/12/2013 21:22,Cleared by Arrest,10/12/2013 21:22,,,N 17TH ST & VINE ST (STREET),$0.00,$0.00,Non-student contacted on a traffic stop.  Cited/released for Poss of Marijuana < 1 oz.,,
